2014-06-11 13:25:15+00:00	47.586062000	-122.245081000	0.000000000	0.000000000	0	0.000000000	1
2014-06-11 13:25:18+00:00	47.586096000	-122.245028000	88.158414336	0.000000000	81	1.600000024	1
2014-06-11 13:25:22+00:00	47.586158000	-122.244982000	86.150001280	0.000000000	82	1.784999839	1
2014-06-11 13:25:25+00:00	47.586210000	-122.244930000	86.000000000	0.000000000	83	1.984537017	1
2014-06-11 13:25:28+00:00	47.586262000	-122.244898000	86.000000000	0.000000000	87	2.000000000	1
2014-06-11 13:25:31+00:00	47.586318000	-122.244883000	86.000000000	0.000000000	89	2.099999905	1
2014-06-11 13:25:34+00:00	47.586380000	-122.244883000	86.000000000	0.000000000	92	2.099999905	1
2014-06-11 13:25:37+00:00	47.586450000	-122.244908000	86.000000000	0.000000000	92	2.285000735	1
2014-06-11 13:25:39+00:00	47.586505000	-122.244941000	86.000000000	0.000000000	90	2.665049500	1
2014-06-11 13:25:41+00:00	47.586568000	-122.244982000	86.000000000	0.000000000	87	3.155002359	1
2014-06-11 13:25:43+00:00	47.586640000	-122.245028000	85.000000000	0.000000000	84	3.755002263	1
2014-06-11 13:25:45+00:00	47.586721000	-122.245064000	85.000000000	0.000000000	81	4.253611225	1
2014-06-11 13:25:47+00:00	47.586814000	-122.245101000	85.000000000	0.000000000	82	4.767999735	1
2014-06-11 13:25:48+00:00	47.586865000	-122.245116000	84.150001280	0.000000000	83	5.054999564	1
2014-06-11 13:25:49+00:00	47.586920000	-122.245128000	84.000000000	0.000000000	83	5.398246141	1
2014-06-11 13:25:50+00:00	47.586977000	-122.245138000	84.000000000	0.000000000	85	5.747673849	1
2014-06-11 13:25:51+00:00	47.587036000	-122.245143000	84.000000000	0.000000000	86	5.970001565	1
2014-06-11 13:25:53+00:00	47.587159000	-122.245149000	83.149992320	0.000000000	83	6.455002275	1
2014-06-11 13:25:54+00:00	47.587232000	-122.245147000	83.000000000	0.000000000	82	6.912624737	1
2014-06-11 13:25:55+00:00	47.587311000	-122.245146000	82.154629788	0.000000000	81	7.422685106	1
2014-06-11 13:25:56+00:00	47.587394000	-122.245147000	81.150001280	0.000000000	81	8.009999556	1
2014-06-11 13:25:57+00:00	47.587477000	-122.245149000	81.000000000	0.000000000	81	8.773266665	1
2014-06-11 13:25:58+00:00	47.587560000	-122.245150000	80.160000000	0.000000000	81	9.068000259	1
2014-06-11 13:25:59+00:00	47.587643000	-122.245145000	80.000000000	0.000000000	81	9.184313526	1
2014-06-11 13:26:00+00:00	47.587720000	-122.245138000	79.237114354	0.000000000	81	8.894845842	1
2014-06-11 13:26:01+00:00	47.587787000	-122.245135000	79.000000000	0.000000000	81	8.204994977	1
2014-06-11 13:26:02+00:00	47.587846000	-122.245136000	79.000000000	0.000000000	81	7.335001047	1
2014-06-11 13:26:03+00:00	47.587899000	-122.245151000	79.000000000	0.000000000	81	6.610891410	1
2014-06-11 13:26:05+00:00	47.587973000	-122.245259000	78.000000000	0.000000000	81	6.115462869	1
2014-06-11 13:26:07+00:00	47.587992000	-122.245414000	78.000000000	0.000000000	81	6.000000000	1
2014-06-11 13:26:08+00:00	47.587997000	-122.245499000	77.956142912	0.000000000	81	6.004385705	1
2014-06-11 13:26:10+00:00	47.588000000	-122.245703000	77.000000000	0.000000000	79	6.347673754	1
2014-06-11 13:26:11+00:00	47.588000000	-122.245817000	76.149992320	0.000000000	78	6.995005309	1
2014-06-11 13:26:12+00:00	47.588003000	-122.245927000	76.000000000	0.000000000	77	7.524999265	1
2014-06-11 13:26:13+00:00	47.588006000	-122.246028000	75.149992320	0.000000000	77	7.599999905	1
